FTN_RPD_SD,F_FILE_ID,PROJECT_NM,PRJCT_TYPE,CLOSR_IND,CLOSR_DT,CLOSR_TYPE,SITE_LOC,DFND_CAMP,RECDIST_CD,RECDIST_NM,ORG_UNT_NM,CLOSR_COM,ST_DESC,DRV_DIRCTN,LATITUDE,LONGITUDE,SHAPE,OBJECTID,X,Y
883,REC5781,TAKATOOT LAKE,SIT - Recreation Site,N,,,FORT ST. JAMES,2,RDVA,Vanderhoof-Ft. St. James,Stuart Nechako Natural Resource District,,Small site with rough cartop boatlaunch. Access is slippery when wet.,Drive to 75 km on the Leo Creek Forest Road. Turn left (south) and drive a further 1 km to access road.,55.100825,-125.233159,,31312302,357518.99995283096,6108288.999971431
890,REC1032,TUREEN LAKE,SIT - Recreation Site,N,,,FORT ST. JAMES,3,RDVA,Vanderhoof-Ft. St. James,Stuart Nechako Natural Resource District,,A small open site in a logged area; cartop boat launch; stocked with Rainbow Trout.,Site access road located at 60 km on the Teardrop Foreast Service Road.,54.398022999999995,-123.43629,,31312309,471674.9999504109,6027894.999956117
156,REC2487,Summit Lake,SIT - Recreation Site,N,,,GOLDEN,1,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,A small lake with rough road access. A one-unit campsite is located past the beaver pond. Accesible by 4WD high clearance vehicles only.,"Drive along the main Spillimacheen Forest Service Road to the 17 km  mark.  Stay right travelling the North Fork FS Road to the  21 km mark.  From here turn left onto the Summit Road.  After about 7 kms, the  road reaches a creek and beaver pond.  It is recommended to park at the creek and walk the short distance to the lake.",51.023179,-116.808397,,31311575,934068.7137934808,5670667.315230726
185,REC4570,GRIZZLY LAKE EAST,SIT - Recreation Site,N,,,CLEARWATER,2,RDHW,Headwaters,Thompson Rivers Natural Resource District,,"A small, tight 2 unit treed site with facilities. Cartop boat launch.","From Clearwater on Yellowhead Hwy 5, turn west onto Old North Thompson Highway Road. Turn north onto Camp Two Road for 1.4 km, then take TFL 18 Road 2 out of Clearwater. Proceed 5km, then turn right onto Road 5. Continue for 15 km and find the site on the left.",51.730754999999995,-120.225893,,31311604,691567.0000173633,5734735.000018684
194,REC1048,KALDER LAKE,SIT - Recreation Site,N,,,FORT ST. JAMES,6,RDVA,Vanderhoof-Ft. St. James,Stuart Nechako Natural Resource District,,Four small sites between lake and road; south side suitable for single unit use while north side can be used for group camping. Car top boat launch.,Located at 68 km on the Germansen Landing North Rd.,54.979126,-124.267157,,31311613,418901.99999898125,6093202.999976704
231,REC203042,Dacha Shelter,SIT - Recreation Site,N,,,GRAND FORKS,0,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,"The  Dacha Shelter is approx. 1430 meters elevation. The Marshall Lake (Phoenix) cross country ski area is nestled in the south Monashees near the historic town site of Phoenix. The ski area offers approximately 35 km of trail, most of which are groomed or track set. The Dacha (hut) has a postcard view of the distant mountains, a portion of highway 3, and the nearby Phoenix Ski Hill. The trails are dog friendly and contain a recently built 500 m novice loop, other novice friendly trails, intermediate and advanced trails, and rustic adventures for the experienced skier seeking challenge. The trail system also includes the old ski hill, which fostered Mini Engen (one time world champion ski jumper) and today it is frequented by telemark skiers honing their skills.","To reach the trails from Grand Forks, drive west on highway #3 for 20 km, turn left on the Phoenix road as if you were going to Phoenix ski hill. Zero your odometer here, and proceed up the road till you reach the phoenix ski hill sign at 5.5 km, take a left here (don�t go to ski hill). At 8.3 km you will reach a fork, stay right. At 8.5 km take a right on Marshall Lake road and drive past the cenotaph statue. Find the parking lot for the cross country ski trails at 9.5 km.",49.115426,-118.600052,,31311650,821033.906012291,5449615.164599354
236,REC6612,FAWN CREEK RECREATION TRAILS,RTR - Recreation Trail,N,,,INTERLAKES AREA (HIGHWAY 24),0,RDMH,100 Mile-Chilcotin,100 Mile House Natural Resource District,,"The Fawn Creek Recreation Trails offer approximately 19 km of maintained recreation trails, the majority of which follow old non-status roads.  The trails are a popular destination for horseback riding, hiking, and snowmobiling.","From 100 Mile House, travel approximately 8 km south on Hwy 97 and turn east onto Hwy 24. Follow Hwy 24 for approximately 24.7 km and turn left/north onto Fawn Creek Road.  There are several spots to access the trails off Fawn Creek Road. Alternatively, the trails may be accessed via Horse Lake Road, near the east end of Horse Lake.",51.592859999999995,-121.051612,,31311655,634962.0000009825,5717555.000031392
244,REC205308,Ammonite Falls Trail,RTR - Recreation Trail,N,,,WELLINGTON,0,RDSI,Sunshine Coast/South Island,South Island Natural Resource District,,,,49.180738,-124.06613999999999,,31311663,422303.00001570093,5448095.000047469
380,REC2105,BUCHANAN LOOKOUT,SIT - Recreation Site,N,,,NELSON,1,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,This is a high elevation day-use site which is located at an refurbished fire lookout building. This is a great spot for family oriented outings; views are spectacular and flowers are lovely in season. There is also a 2 km loop trail below the lookout that provides access to viewpoints on the rock bluffs . Note: This site contains ramps used by hand gliders. These ramps can be hazardous due to steep drop offs. PLEASE STAY OFF THE RAMPS. Interpretive displays on fire lookouts in the tower.,"From Kaslo, head west on highway #31A for 11 km to the Blue Ridge Forest Services Road, then follow signs. Follow the main road for 11.9 km to the lookout, staying right at the 7.0 km junction. This road is suitable for 2wd vehicles.",49.936761999999995,-116.946378,,31311799,934275.1219547288,5549187.826617339
392,REC0067,WEAVER LAKE,SIT - Recreation Site,N,,,WEST HARRISON,38,RDCK,Chilliwack,Chilliwack Natural Resource District,,"This site is a medium sized campsite on a stocked fishing lake. This site is popular with anglers and families.  A boat launch is available along with a dock for use by boaters with small boats with a maximum of 7.5 kw or 10 hp motor restriction.Enjoy the nature hike around the lake on the Denham trail. This trail is approximately 6 km long and takes 3 hours to complete. It is well worth the hike as you explore the many boardwalks, bridges and the beauty of nature along its path. When using the trail, please respect the privacy of the Weaver Lake Group Site campers.The campsites are available on a first-come, first-served basis, however up to 60% are available for reservations. Reservations will not be taken further than 30 days in advance. For complete reservation, payment and site information visit www.westharrisonreservations.com for more information. This is a CASH ONLY site and has on-site supervision.  All visitors are required to exit the site by 10:30 PM as gates are locked at 11:00 PM and will remain closed until 7:00 AM.  Note:  Site is open from March 15 to October 31.**Access to this site is limited to 4 wheel drive due to the steep nature and rough condition of the Forest Service Road.**","From Vancouver, take Highway 7 to Harrison Mills, turn left on the Morris Valley Road. Drive along to where the gravel starts, then at approximately 2 km turn left onto the Weaver Lake Forest Service Road (FSR) and follow approximately 2 km where you will see a yellow gate to the left, go through the gate and travel another 1 km along the Weaver Lake South FSR to get to Weaver Lake.  The Weaver Lake FSR is rough and exhibits a steep grade therefore a 4x4 is required.",49.347072,-121.868478,,31311811,582185.0000339053,5466655.000003336
396,REC98875,Seven Sisters Equestrian Trails,RTR - Recreation Trail,N,,,BARRIERE,0,RDKA,Kamloops,Thompson Rivers Natural Resource District,,"COVID-19 information:Recreate only with immediate housemates in small groups.Practice very low risk riding.  Maintain physical separation of at least 2 meters between yourself and all other trail users.Do not travel outside of your immediate community.Park in a way to maintain the minimum 2 meters of physical distancing.These trails are horse riding trails that wind their way throughout the mountains  with many kilometers of riding trails and destination views and camping spots. Some trails lead to Bonaparte Lake and Mayson Lake and many other smaller lakes. The best access is through Fishtrap Creek Recreation Site where there is a staging area and camping.",The trails are west of Barriere Across the North Thompson River.,51.12366,-120.208285,,31311815,695356.0000276997,5667283.000005362
528,REC204401,Demonstration Forest Site 7,IF - Interpretative Forest,N,,,MACKENZIE,0,RDPG,Prince George-Mackenzie,Mackenzie Natural Resource District,,"This is an Interpretive Forest Site providing 8 unique stops of interest as you travel along highway 39 to access the community of Mackenzie.  Each site provides an opportunity to learn about the diversity of forest management practices and activities, as well as explore the diversity of forest vegetation and the surrounding environment that is home to the local wildlife.  The sites are well marked, numbered 1 through 8, as you drive into Mackenzie.",Site 1 is located adjacent to the Mackenzie Visitor Center at the highway 39 & 97N junction near Mackenzie (159kms north of Prince George).  7 additional sites are located along highway 39 as you travel into Mackenzie. Stop by the visitor center for more information.,55.216995999999995,-123.047624,,31311947,496969.99998830305,6118939.999992163
416,REC4591,MOWSON POND,SIT - Recreation Site,N,,,GOLDBRIDGE,7,RDCS,Cascades,Cascades Natural Resource District,,"The recreation site supports a wide variety of recreational activities. Camping, fishing, boating, horseback riding, XC-skiing, and snowmobiling are just a few. Scenic views also complement the recreation site.","Located northeast of Gold Bridge, access is via Highway 40.  Drive 12.4 km from Gold Bridge then turn onto the Tyaughton Lake Road and proceed only 1.5 km to the turnoff to the site located on your left.",50.907984,-122.751068,,31311835,517501.99995532806,5639621.999985904
480,REC1014,ST.  MARIE LAKE WEST,SIT - Recreation Site,N,,,PRINCE GEORGE,9,RDPG,Prince George-Mackenzie,Prince George Natural Resource District,,"This semi-open site is easily accessible by 2 wheel drive vehicles and is located adjacent to the main forest service road. The site offers camping and access to the lake.                                                                                                             *** PUBLIC NOTICE ***Pursuant to section 20(3) of the Forest and Range Practices Act, Forest Recreation Regulation the following new rules are effective immediately for the Ste. Marie Lake West Recreation site. Notwithstanding section 18(1), 20(1) and 23(1)(b) of the Forest Recreation Regulation listed below are new rules now in effect. In addition, all the other provisions of the Forest Recreation Regulations apply.	A person must not create or cause a deliberate or unnecessary disturbance within an above listed Recreation Site at any time;	A person camping within an above listed Recreation Site must camp in an established campsite, occupy only one campsite and not leave personal property within a campsite unless that person is camping within the Recreation Site;	The total occupancy must not exceed 10 persons per campsite and no more than two motor vehicles allowed per campsite within an above listed Recreation Site;	Motorcycles, all-terrain vehicles and personal watercrafts (i.e. seadoo's) are not allowed to be used or operated within an above listed Recreation Site;	A person who receives an Order to Vacate from an official, a recreation officer or a peace officer must not enter, attempt to enter or camp within a Recreation Site for 72 hours:	The above rules are in effect unless varied by a recreation officer.","Travel 17kms south of Prince George from the hwy 97/16 junction. Turn left on to the Willow Cale FSR (112.5km), turn right at 121km (T-junction). The site is located at 35km.",53.745501,-122.35446400000001,,31311899,542572.0000370645,5955400.000012785
483,REC5073,RENATA NATURAL ARCH,SIT - Recreation Site,N,,,GRAND FORKS,0,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,"This awe inspiring natural stone arch has to be seen to be believed. The trail traverses steadily upward, across dry steep slopes leading to the arch. Sturdy walking shoes are required. Panoramic views of the lower Arrow Lake encourage frequent stops to catch your breath and take in the scenery.Rounding the last curve in the trail, the huge stone arch comes into sight. The view of it from the lake does not prepare you for the magnitude and grandeur of this amazing geological formation. One of the most awe inspiring views is from underneath the arch. From here, the 3 m wide (10 feet) and 6m (20 feet) thick arch stretches 45 m (148 feet) across the gully. From the top of the arch to the ground below is 34 m (112 feet). Sitting under the arch, one sees the Lower Arrow Lake and the Norns Range framed in stone.Caution: Sudden strong winds can arise on Lower Arrow Lake. Pull your boats well up on the beach, before heading up the trail.","Access: The Renata Natural Arch can be reached only by boat. From the boat launch at Syringa Creek Provincial Park, travel up the Lower Arrow Lake to Brooklyn. Brooklyn, at the mouth of Pup Creek, is directly across from Deer Park. Just past the homes at Brooklyn look for the ""Renata Natural Arch Recreation Trail"" sign on the beach. Pull your boat up on the beach, or anchor off the shore.Alternate boat access is from Deer Park. There is not a boat launch at Deer Park, but this is the best place to leave from if you are canoeing or kayaking across the lake.",49.404685,-118.075158,,31311902,857220.6243663125,5484115.049762435
511,REC6356,NAKA CREEK,SIT - Recreation Site,N,,,SAYWARD,7,RDCR,Discovery Coast,Campbell River Natural Resource District,,"Located on the shores of the scenic Johnstone Strait, not far from the Robson Bight Ecological Reserve. Naka Creek is a popular launching point for kayakers and a rough (beach) boat launch provides access for fishermen. The campsite itself is very small with only 7 units. An adjacent open, grassy area (site of old logging camp) currently provides overflow camping space. Great area for watching Orca whales and other marine mammals. Please become familiar with the ""Guidelines for watching marine wildlife"", and note that landing a boat in the Bight is restricted.**Do not clean fish within the recreation site or on the beach directly in front of the site.  It is recommended to dispose of fish entrails at low tide and as far away from the recreation site as possible.","From Campbell River, follow Highway 19 for approx. 85km. After Rooney Lake watch for the turn on the right. Turn right onto Eve River Main (gravel) and follow the mainline for 17 km. Turn left on to the E.N. Hookup road which is a little rougher than the mainline, follow the hookup road for 13 km, then bear right for another 2 km. Travel past the log dump area and you will come to the recreation site.",50.477546,-126.427589,,31311930,256824.00132644328,5597342.410795495
692,REC106583,RAIL TRAIL,RTR - Recreation Trail,N,,,PRINCETON,0,RDCS,Cascades,Cascades Natural Resource District,,A 6.7 km mountain bike trail linking the China Ridge Trails to the Kettle Valley Railway near Whitesands Beach. All downhill from the China Ridge Trails with some moderate technical riding. This downhill mountain bike trail is managed and maintained by the China Ridhe Trails Society.  Check out their web site at www.chinaridgetrails.com,"Drive 8.5 kms northwest of Princeton. Follow green signs from Hwy # 5 north, turn onto Coalmont Road and then right on West China Creek Road. Proceed straight and follow the gravel road across a cattle guard at 0 km Snowpatch Road. Continue 5 km and turn right onto Burn Road at a gate. Follow the white ?Rail Trail Drop-off? signs another 4 kms to trailhead, just past the Rueben Jones Shelter.",49.497032999999995,-120.64867,,31312111,670257.0000315693,5485368.000042749
716,REC1833,HOOK LAKE NORTH,SIT - Recreation Site,N,,,MERRITT,4,RDCS,Cascades,Cascades Natural Resource District,,"This small 4 vehicle recreation site is a popular location for fishermen, hunters and campers. This is an open, sunny site suitable for moderately sized campers, small motorhomes and truck campers. A car top boat launch is located here but a small trailered boat can also be launched here but with care.","Access is from Highway 5A heading towards Princeton from Merritt.  Turn left onto the Dillard Creek Forest Service Road, follow this road to km 4 then turn right onto the Ketchan FSR and continue on to about the 7 km mark.  Turn right and follow this road to about 2 kilometres to the campsite located near the power lines. The last short distance of the road is a little rough but just take your time!",49.789594,-120.57746399999999,,31312135,674364.0000079869,5518053.000004534
733,REC1839,HELMER LAKE,SIT - Recreation Site,Y,20170525,,MERRITT,8,RDCS,Cascades,Cascades Natural Resource District,"Helmer Lake Recreation Site is closed due to flood damage at the site and the Swakum Mountain FSR being washed out. No estimated dated of re-opening.","Helmer Lake is a popular destination for fishing, camping, and hunting during the spring, summer and fall months and is just a minute drives off the Coquihalla Highway. In the winter months, the recreation site can be popular for snowmobiling on the nearby user maintained and unmarked Swakum Mountain Snowmobile Trails. This sunny campsite is located at the south end of the lake and can accomodate large and small camping rigs.","From Merritt, travel north 24 kms on the Coquihalla Highway (Hwy#5). Exit at the Helmer Interchange (Exit# 315 ). Travel west, and turn onto the gravel road and pass through an open gate. Follow signs to the lake. The lake and campsite are approximately 1 km from the highway exit.",50.316314999999996,-120.654473,,31312152,666982.9999728472,5576431.99995935
736,REC97901,THYNNE MOUNTAIN SNOWMOBILE TRAILS,RTR - Recreation Trail,N,,,BROOKMERE,0,RDCS,Cascades,Cascades Natural Resource District,,"A snowmobile trail system with fees maintained by the Merritt Snowmobile Club.  The majority of the trail is groomed when conditions are right and signed and proceeds up onto Thynne Mountain via the Thynne Forest Service Road where two shelters are also maintained by the club; The Tin Shed and the Andy's Lake Emergency Shelter, the latter located on the north shore of Andy's Lake.","The trail head of the Thynne Mountain Snowmobile Trail at is located at 0.0 km Thynne Forestry Service Road where there is a large parking lot. From the Coquihalla Highway Hwy 5) take exit 256 (Coldwater Road) and proceed to the community of Brookmere about 10 km up this highways maintained road.  Drive slowly through the community for another 2 km and you will come to the parking lot located on the right hand side.The Merritt Snowmobile Club maintains a parking lot/ staging area a short distance past the community of Brookmere and the 0 km mark of the Thynne Mountain Forest Service Road. No camping at the parking lot allowed.",49.812311,-120.856495,,31312155,654210.0000229474,5519967.000040492
4119,REC168679,Ptarmigan Recreation Trails,RTR - Recreation Trail,N,,,SMITHERS,0,RDSS,Nadina-Skeena,Skeena Stikine Natural Resource District,,"Ptarmigan Recreation Trails are 2 world-class mountain bike trails operated and maintained by the Smithers Mountain Bike Association.    One, known as 'Huckin'Eh' was built in 2008/9 and offers some of the best downhill riding for intermediate level riders close to Smithers.  The other, 'Pump Daddy', was built in 2010 and opened in summer/11 - a machine-built flow track which promises to attract even more riders to this very popular riding area.","From Smithers, drive up Hudson Bay Mountain Road approximately 10 minutes.  At the end of the pavement, Ptarmigan Road is on your left, turn here.   The first road on the right is Woodcreek Main, a forest resource road that is shared by mountain bikers (please beware of logging trucks and avoid this road in wet conditions if possible).    About 0.3km up you will see a parking lot with a Smithers Mountain Bike Assoc. sign.  This is the bottom of the trails - you can park here and ride up, or vice-versa.   Another ~3km up the road is the upper parking area, signed, just before the gate -- this is the top, where both trails leave from.",54.710369,-127.183979,,31315538,230512.23714497063,6070599.8008050285
4565,REC2357,SOUTH STAR RECREATION TRAIL,SIT - Recreation Site,N,,,CRANBROOK,0,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,"A versatile trail network with a variety of loop trails suitable for novice to advanced skiers. Also suitable for easy hiking, horseback riding and mountain biking. These trails are designated for non-motorized use.Learn more about the trails at https://www.southstartrails.com/","The trailhead is located at the south end of 38th Avenue, off the Gold Creek Road in Cranbrook. The parkin area is within the first 100m of the Joseph Creek FSR. Do not park along both sides of 38th avenue, as it restricts access to emergency services.",49.439895,-115.750623,,31315984,1025334.0821300172,5501670.035747558
4572,REC201041,Borrow Pit 1,SIT - Recreation Site,N,,,PROPHET RIVER,0,RDPC,Peace - Ft. Nelson,Fort Nelson Natural Resource District,,,,58.142212,-122.679743,,31315991,518855.00000140845,6444588.000030827
5044,REC205622,Idaho Fire Lookout,SIT - Recreation Site,N,,,NEW DENVER,0,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,"Idaho Peak offers one of the most spectacular flower shows in the Kootenays. The diversity and quantity of flowers is matched only by the diversity and quantity of visitors who come to admire the flowers and take in the 360 degree view from the lookout. This is not the place to come if you are seeking solitude. Despite the number of visitors, grouse and deer still roam the area, and an occasional bear is seen. Thus, if you bring your dog, please, keep it on a leash as a matter of courtesy to other trail users and the wild life. There are 2 trails to Idaho Lookout. Both meet on the ridge for the last leg of the hike up to the summit. They are the same length, but one is less travelled. If you would like to take the less travelled trail to the lookout, park at the Alamo parking area. The flowers along this section of the trail are every bit as showy as the ones near the ridge parking lot. A picnic table near the Alamo parking area is an added convenience, not available at the ridge parking area. Trail rehabilitation efforts are under way. Please, keep to the marked trails to avoid destroying the fragile alpine vegetation that you have come to admire.","At the junction of Hwy 6 and 31A in New Denver, turn east onto Hwy 31A and follow the signs to Sandon. In Sandon, cross the bridge and continue through the centre of town, stopping to pick up drinking water and anything else you may need for the trip. At the end of the street, stop and read the ""Idaho Peak Information Sign"". This sign has important road information. The first 2 km of the road is wide, not too steep and well maintained by the mining companies. After this, the road narrows considerably, as it switch backs up the mountain. As you enter Wild Goose Basin, you will find a pleasant picnic site on the edge of the meadow. From here, the rest of the road is clearly visible, as it switch backs up to the 2 parking areas. The most heavily used parking area is on the ridge between Idaho Peak and Selkirk Peak. The Alamo parking area is less crowded. Perfect! Park here to avoid the crowds around the ridge parking lot or protect your vehicle's paint job from the nicks and scratches acquired in crowded parking lots.",49.972403,-117.301779,,31316463,908491.910045221,5551140.152269508
3685,REC2466,MARTHA CREEK TRAIL,RTR - Recreation Trail,N,,,REVELSTOKE,0,RDCO,Columbia-Shuswap,Selkirk Natural Resource District,,"Martha Creek Recreation Trail is popular for both hiking and downhill mountain biking. This 9.5km km trail covers a variety of terrain from technical rock sections, beautiful alpine meadows, old growth forests and cut blocks. Whether you hike up or bike down this trail has the ability to test your skills. Please ride within your ability level and stay on the trail. Avoid using the trail during extreme wet periods and mountain bikers please practice the �ride don�t slide,� riding style.","Turn of Hwy 1 in Revelstoke onto Hwy 23N.  The lower start to Martha Creek Recreation Trail is on the right hand side of the highway, immediately across from the entrance to Martha Creek Provincial Park.  Start here or continue to the next road on the right, Sale FSR, that provides access to the top of the trail for shuttling.  High clearance 4x4 is recommended on Sale FSR.",51.150804,-118.199457,,31315104,835675.3114133722,5677558.325698432
3696,REC1891,PEMENT LAKE,SIT - Recreation Site,N,,,CHASE,1,RDCO,Columbia-Shuswap,Okanagan Shuswap Natural Resource District,,"There is a short trail into two fishing lakes in the Ptarmigan Hills; Bryden Lake and Pement Lake. Both lakes have small campsites on their western shores. (Road access is via a logging road to the trail head, beyond this it is only trail access to both lakes.)",,50.739374,-119.54387299999999,,31315115,743841.8162608952,5626540.363955249
3702,REC1794,VIDETTE LAKE,SIT - Recreation Site,Y,20200703,,SAVONA,2,RDMH,100 Mile-Chilcotin,100 Mile House Natural Resource District,Vidette site is closed due to flooding.,"Vidette Lake is a long narrow lake. There is a small recreation site located on the northeast side of the lake beside the main road. The recreation site has 2 defined campsites. A small cartop boat launch gives campers access to fish, canoe and kayak on the lake.","Located up the Deadman River Valley, access to the site is via the Deadman Vidette road off the Trans Canada Highway west of Savona. The recreation site is located at 52.7 km on this road.",51.164189,-120.898004,,31315121,646968.0000359179,5670184.000008871
4152,REC1112,OONA LAKE,SIT - Recreation Site,N,,,VANDERHOOF,4,RDVA,Vanderhoof-Ft. St. James,Stuart Nechako Natural Resource District,,A 5 unit site. There is a gravel boat launch in a small cove west of the main site. Beautiful scenery.,,54.18808,-124.737456,,31315571,386630.0000331126,6005842.00003674
3724,REC5074,DEER CREEK FALLS,SIT - Recreation Site,N,,,NELSON,0,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,"Deer Creek Falls is an easy walk on a good trail. This trail is suitable for all ages and abilities. Along the trail, are some unusually large white pine and Ponderosa pine trees. As the trail descends gently into the creek draw, the temperature drops, making this a good trail for a hot day.The Deer Creek Falls cascade in two tiers through the gorge. The upper fall is narrow and drops into a pool before cascading over the lower fall. The crystal clear pool at the foot of the lower fall invites dabbling. The entire scene is framed by a lush cedar forest. Bring a picnic lunch to enjoy at the table, while you cool off by the falls.In the autumn, look for mushrooms on the lower portions of the trail. At other times of the year, shade loving plants such as Indian Pipe can be found.On your way up the trail, rest on the bench and take in the peace and quiet of the forest. The only sounds you will hear will be the birds in the forest.","Just before the yellow gates in Syringa Creek Provincial Park, turn right onto the ""Deer Park Forest Service Road"". Follow this narrow, good 2 wheel drive gravel road for approximately 13.5 km. Turn right onto the ""Deer Creek Forest Service Road"". Follow this road for 3.5 km. Turn off to the left, onto a dirt track. Park at the trailhead.",49.444621999999995,-118.039873,,31315143,859486.4979279845,5488720.464381832
3750,REC136005,Giveout Creek (Morning Mountain),SIT - Recreation Site,N,,,NELSON,0,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,"One of the most popular and recently developed areas in town, there is about 20 KM of trails here. There is a beginner up track (upper bottoms and bottoms up) that climbs 2.7 KM at a low angle right to the 9 KM marker on the Giveout FSR. This is a multi-use are biking and hiking area, but is primarily used for mountain biking. Down track options that return to the base of the ski hill are: born again, lefty, lower placenta, oilcan, unitcruzer, and turnstyles . For detailed trail info please see link to trail forks. https://www.trailforks.com/region/morning-mountain-15679/","From the four way  stop at the West end of Baker Street, follow highway 3A for 200 Meters and take the off ramp to the right as you would be heading to Castlegar BC. Follow Highway 3A for approximately 850 Meters and then turn left onto Granite Road. Follow Granite Road for 4.2 Km to the Blewett Ski Hill Road where you turn left here (big sign at bottom of road). Follow Blewett Ski Hill Road for 1.1 KM to reach the main parking area for the trails. Picnic tables, an outhouse, and maps can be found at the parking lot. For vehicle access to the top of the trails use the Giveout Creek Forest Service Road, which is approximately 7 km South of Nelson on Highway 6 towards Salmo. The main drop point is at 9KM on the Giveout FSR.",49.487438,-117.361293,,31315169,908286.584543932,5496941.265522144
4200,REC240900,Thunder Mtn. Trail,RTR - Recreation Trail,N,,,TUMBLER RIDGE,0,RDPC,Peace - Ft. Nelson,Peace Natural Resource District,,"The Thunder Mountain Trail overlays the Thunder Mountain FSR. It meanders to the Thunder Mountain Cell Towers. This is a snowmobile trail in the winter and motorized trail in the summer. The trail is maintained in partnership by the TR Ridge Riders Snowmobile Association.   TR Ridge Riders Snowmobile Association","Head north on Hwy 52 from Tumbler Ridge. Drive roughly 10 kms. Turn right onto the Bearhole Lake FSR. Drive roughly 20 kms on the Bearhole FSR and turn right onto the Thunder Mountain FSR. This is the staging area for the trail. *Note* This is an active industrial service road. Travel with caution. spring/wet weather events create exceptionally muddy road conditions.",55.040684,-120.75377,,31315619,643530.0000433188,6101625.000019614
4202,REC106535,Shaketown,SIT - Recreation Site,N,,,REVELSTOKE,0,RDCO,Columbia-Shuswap,Selkirk Natural Resource District,,Shaketown Recreation Site provides a short access trail to 3 cliffs with numerous rock climbing routes.,"Follow Hwy 23S from Revelstoke, continuing past Mt. Macpherson and Begbie Bluffs.  Turn left off the highway onto Shaketown Forest Service Road, marked with a sign at the entrance.  Drive along the forest service road, crossing a bridge, then veer right at a junction.  After 1.5km you will reach a trailhead parking area with recreation sign and outhouse.",50.902671999999995,-118.16855100000001,,31315621,839647.2472729426,5650127.228160019
4650,REC2519,LOWER LAKE,SIT - Recreation Site,N,,,100 MILE HOUSE,2,RDMH,100 Mile-Chilcotin,100 Mile House Natural Resource District,,"Located southwest of Forest Grove, the recreation site is a popular picnicking location. The site also provides boating and fishing opportunities.","From 100 Mile House drive north on Hwy 97 to the Canim Lake turnoff. Turn east onto Canim Hendrix Lake road and follow through Buffalo Creek. Turn northwest onto Archie Meadow Road and follow for 4km to Lower Lake.",51.755382999999995,-121.17245,,31316069,626139.999954907,5735412.000013669
5132,REC0507,NORALEE EAST,SIT - Recreation Site,N,,,BURNS LAKE,6,RDSS,Nadina-Skeena,Nadina Natural Resource District,,"This is a six unit site on Francois Lake with picnic tables, fire rings, pit toilets and a gravel boat launch. There is a hiking trail around a peninsula that has a few small beaches for swimming and a rock bluff with a view out over the lake. This site is well situated for fishing and exploring Francois Lake including some of the nearby islands. This area was originally designated for an assistant ranger station site in 1956-57.",From Northside ferry landing head West ~47 km along Colleymount Road.,53.984465,-126.40778399999999,,31316551,276578.789471649,5987170.105809854
3762,REC1570,BEAVERDAM CREEK,SIT - Recreation Site,N,,,LILLOOET,4,RDCS,Cascades,Cascades Natural Resource District,,"Please note, if you plan to travel the Yalakom Forest Service Road (Lillooet area) to Beaver Dam Creek Recreation Site be advised a protest camp has been established at Junction Creek. If you experience any negative interactions with this group please make a report to the RCMP.Located near the confluence of Beaverdam Creek and Yalakom River, the recreation site is located in an open grassy setting. The site is RV accessible.","Located northwest of Lillooet, access is via Highway 99 and then Yalakom River Forest Service Road.",50.997907999999995,-122.368527,,31315181,544311.9999818624,5649781.9999779165
4231,REC0209,SPRING BEACH,SIT - Recreation Site,N,,,COWICHAN LAKE,0,RDSI,Sunshine Coast/South Island,South Island Natural Resource District,,This site is only accessible by foot.  A day use site located adjacent to Cowichan Lake. This area is popular with the locals on a sunny day.,"From the Island HWY, North of Duncan, turn onto the Cowichan Valley HWY.  Then take Youbou Road to Meades Rd on the left. Site is approx. 2 km in on the right hand side.",48.844755,-124.11454499999999,,31315650,418227.0000366915,5410796.999960655
4682,REC0568,PALMER LAKE,SIT - Recreation Site,N,,,ATLIN,2,RDKM,North Coast-QCI-Kalum,Skeena Stikine Natural Resource District,,This small 2 unit forested site is a popular day use and camping site for fishing and boating.,"Approximately 18km south of Atlin, along Warm Bay Road.",59.43754,-133.583719,,31316101,-98664.8308253953,6636591.959232961
5146,REC1496,ANGLY LAKE,SIT - Recreation Site,N,,,FORT ST. JAMES,2,RDVA,Vanderhoof-Ft. St. James,Stuart Nechako Natural Resource District,,"A small, narrow lake in the hills above Ormond Lake. One vehicle unit.",Drive north on the Sutherland Forest Service Road to 17. 5 km. Turn right (northeast) onto the Sutherland- Angly Forest Service road and go another 5 km to the site access road.,54.232585,-124.663498,,31316565,391571.9999639484,6010676.999958599
