Device Information
******************************
Device Type:    TempU03
Firmware Ver:   5.02
ID:             TZ0325122310
Start Delay:    30 min
Log Interval:   10 min
Description:    Temperature and Humidity Recording
Note:
All times shown are based on UTC-7:00 and 24-Hour clock[MM/DD/YY HH:MM:SS]

Logging Summary
******************************
First Point:   07/13/26 05:06:15
Stop Time:     07/18/26 05:46:15
Number of Points:   725
Trip Length:   05d 00h 40m 00s
Start Mode:    Button Start
Stop Mode:     USB Stop
Max:    29.5C @07/13/26 13:26:15 /63.8%RH @07/17/26 12:56:15
Min:    13.1C @07/13/26 06:36:15 /36.5%RH @07/13/26 13:46:15
Average:22.2C/49.6%RH
MKT:    22.4C

Marked Events
******************************
1. 07/13/26 05:16:15 23.8C 51.9%RH

Alarm Condition	 ,Alarm Delay	 ,First Point Time	  ,Time of Violations 	,No.of Violations	  ,Status
******************************,******************************,******************************,******************************
H1:Over 8.0C,00d 00h 10m 00s(single), 07/13/26 05:16:15,05d 00h 40m 00s,1,Alarm
L1:Below 2.0C,00d 00h 10m 00s(single),00/00/00 00:00:00,00d 00h 00m 00s,0,OK

H1:Over 80.0%RH,00d 00h 10m 00s(single),00/00/00 00:00:00,00d 00h 00m 00s,0,OK
L1:Below 40.0%RH,00d 00h 10m 00s(single), 07/13/26 13:46:15,00d 00h 40m 00s,1,Alarm

Date,Time,Temperature(C),Humidity(%RH)
07/13/2026, 09:56:15, 21.8,47.3
07/13/2026, 10:06:15, 22.2,46.9
07/13/2026, 10:16:15, 22.5,46.5
07/13/2026, 10:26:15, 22.8,46.3
07/13/2026, 10:36:15, 23.2,46.0
07/13/2026, 10:46:15, 23.6,45.7
07/13/2026, 10:56:15, 24.3,45.2
07/13/2026, 11:06:15, 24.7,44.6
07/13/2026, 11:16:15, 24.8,44.3
07/13/2026, 11:26:15, 25.0,44.1
07/13/2026, 11:36:15, 25.2,43.9
07/13/2026, 11:46:15, 25.6,43.7
07/13/2026, 11:56:15, 25.9,43.3
07/13/2026, 12:06:15, 26.1,43.1
07/13/2026, 12:16:15, 26.4,43.0
07/13/2026, 12:26:15, 26.7,42.8
07/13/2026, 12:36:15, 27.2,42.6
07/13/2026, 12:46:15, 27.8,42.2
07/13/2026, 12:56:15, 28.3,41.8
07/13/2026, 13:06:15, 28.8,41.4
07/13/2026, 13:16:15, 29.0,41.1
07/13/2026, 13:26:15, 29.5,40.9
07/13/2026, 13:36:15, 29.5,38.1
07/13/2026, 13:46:15, 29.1,36.5
07/13/2026, 13:56:15, 28.9,37.3
07/13/2026, 14:06:15, 28.5,38.4
07/13/2026, 14:16:15, 28.2,39.4
07/13/2026, 14:26:15, 27.8,40.2
07/13/2026, 14:36:15, 27.5,40.8
07/13/2026, 14:46:15, 27.2,41.6
07/13/2026, 14:56:15, 26.9,42.1
07/13/2026, 15:06:15, 26.7,42.7
07/13/2026, 15:16:15, 26.4,43.0
07/13/2026, 15:26:15, 26.2,43.5
07/13/2026, 15:36:15, 26.1,43.8
07/13/2026, 15:46:15, 25.9,44.0
07/13/2026, 15:56:15, 25.8,44.3
07/13/2026, 16:06:15, 25.7,44.5
07/13/2026, 16:16:15, 25.5,44.7
07/13/2026, 16:26:15, 25.4,44.9
07/13/2026, 16:36:15, 25.4,45.0
07/13/2026, 16:46:15, 25.3,45.2
07/13/2026, 16:56:15, 25.2,45.3
07/13/2026, 17:06:15, 25.1,45.4
07/13/2026, 17:16:15, 25.1,45.5
07/13/2026, 17:26:15, 25.0,45.6
07/13/2026, 17:36:15, 24.9,45.8
07/13/2026, 17:46:15, 24.9,45.8
07/13/2026, 17:56:15, 24.8,45.9
07/13/2026, 18:06:15, 24.8,46.0
07/13/2026, 18:16:15, 24.7,46.1
07/13/2026, 18:26:15, 24.7,46.1
07/13/2026, 18:36:15, 24.6,46.2
07/13/2026, 18:46:15, 24.5,46.3
07/13/2026, 18:56:15, 24.5,46.3
07/13/2026, 19:06:15, 24.4,46.4
07/13/2026, 19:16:15, 24.4,46.4
07/13/2026, 19:26:15, 24.3,46.5
07/13/2026, 19:36:15, 24.3,46.5
07/13/2026, 19:46:15, 24.2,46.6
07/13/2026, 19:56:15, 24.2,46.7
07/13/2026, 20:06:15, 24.1,46.7
07/13/2026, 20:16:15, 24.1,46.8
07/13/2026, 20:26:15, 24.0,46.9
07/13/2026, 20:36:15, 23.9,46.9
07/13/2026, 20:46:15, 23.9,47.0
07/13/2026, 20:56:15, 23.8,47.0
07/13/2026, 21:06:15, 23.8,47.1
07/13/2026, 21:16:15, 23.7,47.1
07/13/2026, 21:26:15, 23.7,47.2
07/13/2026, 21:36:15, 23.6,47.3
07/13/2026, 21:46:15, 23.6,47.3
07/13/2026, 21:56:15, 23.5,47.4
07/13/2026, 22:06:15, 23.5,47.4
07/13/2026, 22:16:15, 23.4,47.5
07/13/2026, 22:26:15, 23.4,47.5
07/13/2026, 22:36:15, 23.3,47.5
07/13/2026, 22:46:15, 23.2,47.6
07/13/2026, 22:56:15, 23.2,47.6
07/13/2026, 23:06:15, 23.1,47.7
07/13/2026, 23:16:15, 23.1,47.7
07/13/2026, 23:26:15, 23.0,47.7
07/13/2026, 23:36:15, 23.0,47.8
07/13/2026, 23:46:15, 22.9,47.8
07/13/2026, 23:56:15, 22.9,47.9
07/14/2026, 00:06:15, 22.8,47.9
07/14/2026, 00:16:15, 22.8,47.9
07/14/2026, 00:26:15, 22.7,47.9
07/14/2026, 00:36:15, 22.7,47.9
07/14/2026, 00:46:15, 22.6,48.0
07/14/2026, 00:56:15, 22.5,48.0
07/14/2026, 01:06:15, 22.5,48.0
07/14/2026, 01:16:15, 22.5,48.1
07/14/2026, 01:26:15, 22.4,48.1
07/14/2026, 01:36:15, 22.4,48.1
07/14/2026, 01:46:15, 22.3,48.1
07/14/2026, 01:56:15, 22.3,48.2
07/14/2026, 02:06:15, 22.2,48.2
07/14/2026, 02:16:15, 22.2,48.2
07/14/2026, 02:26:15, 22.1,48.2
07/14/2026, 02:36:15, 22.1,48.2
07/14/2026, 02:46:15, 22.0,48.2
07/14/2026, 02:56:15, 22.0,48.3
07/14/2026, 03:06:15, 21.9,48.3
07/14/2026, 03:16:15, 21.9,48.3
07/14/2026, 03:26:15, 21.9,48.3
07/14/2026, 03:36:15, 21.8,48.3
07/14/2026, 03:46:15, 21.8,48.3
07/14/2026, 03:56:15, 21.7,48.3
07/14/2026, 04:06:15, 21.7,48.3
07/14/2026, 04:16:15, 21.6,48.3
07/14/2026, 04:26:15, 21.6,48.4
07/14/2026, 04:36:15, 21.6,48.4
07/14/2026, 04:46:15, 21.5,48.4
07/14/2026, 04:56:15, 21.5,48.4
07/14/2026, 05:06:15, 21.5,48.4
07/14/2026, 05:16:15, 21.4,48.4
07/14/2026, 05:26:15, 21.4,48.5
07/14/2026, 05:36:15, 21.4,48.4
07/14/2026, 05:46:15, 21.3,48.4
07/14/2026, 05:56:15, 21.3,48.4
07/14/2026, 06:06:15, 21.3,48.5
07/14/2026, 06:16:15, 21.2,48.5
07/14/2026, 06:26:15, 21.2,48.5
07/14/2026, 06:36:15, 21.2,48.5
07/14/2026, 06:46:15, 21.1,48.5
07/14/2026, 06:56:15, 21.1,48.5
07/14/2026, 07:06:15, 21.0,48.5
07/14/2026, 07:16:15, 21.0,48.5
07/14/2026, 07:26:15, 21.0,48.5
07/14/2026, 07:36:15, 21.0,48.6
07/14/2026, 07:46:15, 20.9,48.5
07/14/2026, 07:56:15, 20.9,48.5
07/14/2026, 08:06:15, 20.9,48.5
07/14/2026, 08:16:15, 20.8,48.5
07/14/2026, 08:26:15, 20.9,48.6
07/14/2026, 08:36:15, 20.8,48.5
07/14/2026, 08:46:15, 20.8,48.6
07/14/2026, 08:56:15, 20.8,48.6
07/14/2026, 09:06:15, 20.8,48.5
07/14/2026, 09:16:15, 20.8,48.6
07/14/2026, 09:26:15, 20.7,48.6
07/14/2026, 09:36:15, 20.7,48.5
07/14/2026, 09:46:15, 20.7,48.6
07/14/2026, 09:56:15, 20.7,48.5
07/14/2026, 10:06:15, 20.7,48.5
07/14/2026, 10:16:15, 20.8,48.5
07/14/2026, 10:26:15, 20.8,48.5
07/14/2026, 10:36:15, 20.8,48.4
07/14/2026, 10:46:15, 20.8,48.4
07/14/2026, 10:56:15, 20.8,48.4
07/14/2026, 11:06:15, 20.9,48.4
07/14/2026, 11:16:15, 20.9,48.3
07/14/2026, 11:26:15, 20.9,48.3
07/14/2026, 11:36:15, 20.9,48.3
07/14/2026, 11:46:15, 20.9,48.3
07/14/2026, 11:56:15, 21.0,48.2
07/14/2026, 12:06:15, 21.1,48.2
07/14/2026, 12:16:15, 21.1,48.2
07/14/2026, 12:26:15, 21.2,48.2
07/14/2026, 12:36:15, 21.2,48.2
07/14/2026, 12:46:15, 21.3,48.1
07/14/2026, 12:56:15, 21.4,48.1
07/14/2026, 13:06:15, 21.4,48.1
07/14/2026, 13:16:15, 21.5,48.0
07/14/2026, 13:26:15, 21.6,48.0
07/14/2026, 13:36:15, 21.7,47.9
07/14/2026, 13:46:15, 21.7,47.9
07/14/2026, 13:56:15, 21.8,47.9
07/14/2026, 14:06:15, 21.9,47.9
07/14/2026, 14:16:15, 21.9,47.9
07/14/2026, 14:26:15, 22.0,47.8
07/14/2026, 14:36:15, 22.1,47.7
07/14/2026, 14:46:15, 22.1,47.7
07/14/2026, 14:56:15, 22.2,47.6
07/14/2026, 15:06:15, 22.3,47.6
07/14/2026, 15:16:15, 22.3,47.6
07/14/2026, 15:26:15, 22.4,47.6
07/14/2026, 15:36:15, 22.4,47.6
07/14/2026, 15:46:15, 22.5,47.5
07/14/2026, 15:56:15, 22.6,47.5
07/14/2026, 16:06:15, 22.6,47.4
07/14/2026, 16:16:15, 22.7,47.4
07/14/2026, 16:26:15, 22.8,47.4
07/14/2026, 16:36:15, 22.9,47.4
07/14/2026, 16:46:15, 22.9,47.3
07/14/2026, 16:56:15, 23.0,47.3
07/14/2026, 17:06:15, 23.1,47.2
07/14/2026, 17:16:15, 23.1,47.2
07/14/2026, 17:26:15, 23.2,47.2
07/14/2026, 17:36:15, 23.2,47.1
07/14/2026, 17:46:15, 23.3,47.1
07/14/2026, 17:56:15, 23.3,47.0
07/14/2026, 18:06:15, 23.4,46.9
07/14/2026, 18:16:15, 23.4,47.0
07/14/2026, 18:26:15, 23.4,46.9
07/14/2026, 18:36:15, 23.5,46.9
07/14/2026, 18:46:15, 23.5,47.0
07/14/2026, 18:56:15, 23.6,46.9
07/14/2026, 19:06:15, 23.6,46.9
07/14/2026, 19:16:15, 23.6,46.9
07/14/2026, 19:26:15, 23.6,46.9
07/14/2026, 19:36:15, 23.6,46.9
07/14/2026, 19:46:15, 23.6,46.8
07/14/2026, 19:56:15, 23.7,46.9
07/14/2026, 20:06:15, 23.7,46.9
07/14/2026, 20:16:15, 23.7,46.9
07/14/2026, 20:26:15, 23.7,46.9
07/14/2026, 20:36:15, 23.7,47.0
07/14/2026, 20:46:15, 23.7,46.9
07/14/2026, 20:56:15, 23.7,46.9
07/14/2026, 21:06:15, 23.7,46.9
07/14/2026, 21:16:15, 23.7,47.0
07/14/2026, 21:26:15, 23.7,47.0
07/14/2026, 21:36:15, 23.7,47.0
07/14/2026, 21:46:15, 23.7,47.1
07/14/2026, 21:56:15, 23.6,47.1
07/14/2026, 22:06:15, 23.6,47.1
07/14/2026, 22:16:15, 23.6,47.1
07/14/2026, 22:26:15, 23.5,47.1
07/14/2026, 22:36:15, 23.5,47.2
07/14/2026, 22:46:15, 23.5,47.2
07/14/2026, 22:56:15, 23.4,47.4
07/14/2026, 23:06:15, 23.3,47.3
07/14/2026, 23:16:15, 23.3,47.5
07/14/2026, 23:26:15, 23.3,47.5
07/14/2026, 23:36:15, 23.2,47.5
07/14/2026, 23:46:15, 23.2,47.6
07/14/2026, 23:56:15, 23.1,47.7
07/15/2026, 00:06:15, 23.1,47.7
07/15/2026, 00:16:15, 23.0,47.7
07/15/2026, 00:26:15, 23.0,47.8
07/15/2026, 00:36:15, 22.9,47.9
07/15/2026, 00:46:15, 22.9,48.0
07/15/2026, 00:56:15, 22.8,48.0
07/15/2026, 01:06:15, 22.8,48.1
07/15/2026, 01:16:15, 22.7,48.1
07/15/2026, 01:26:15, 22.7,48.2
07/15/2026, 01:36:15, 22.6,48.2
07/15/2026, 01:46:15, 22.6,48.3
07/15/2026, 01:56:15, 22.5,48.3
07/15/2026, 02:06:15, 22.5,48.3
07/15/2026, 02:16:15, 22.4,48.3
07/15/2026, 02:26:15, 22.4,48.4
07/15/2026, 02:36:15, 22.4,48.4
07/15/2026, 02:46:15, 22.3,48.5
07/15/2026, 02:56:15, 22.3,48.5
07/15/2026, 03:06:15, 22.2,48.5
07/15/2026, 03:16:15, 22.2,48.5
07/15/2026, 03:26:15, 22.2,48.6
07/15/2026, 03:36:15, 22.1,48.6
07/15/2026, 03:46:15, 22.1,48.6
07/15/2026, 03:56:15, 22.0,48.6
07/15/2026, 04:06:15, 22.0,48.6
07/15/2026, 04:16:15, 21.9,48.7
07/15/2026, 04:26:15, 21.9,48.7
07/15/2026, 04:36:15, 21.9,48.7
07/15/2026, 04:46:15, 21.9,48.7
07/15/2026, 04:56:15, 21.8,48.7
07/15/2026, 05:06:15, 21.8,48.7
07/15/2026, 05:16:15, 21.7,48.8
07/15/2026, 05:26:15, 21.7,48.8
07/15/2026, 05:36:15, 21.7,48.8
07/15/2026, 05:46:15, 21.6,48.8
07/15/2026, 05:56:15, 21.6,48.8
07/15/2026, 06:06:15, 21.6,48.8
07/15/2026, 06:16:15, 21.5,48.8
07/15/2026, 06:26:15, 21.5,48.8
07/15/2026, 06:36:15, 21.5,48.9
07/15/2026, 06:46:15, 21.5,48.9
07/15/2026, 06:56:15, 21.4,48.9
07/15/2026, 07:06:15, 21.4,48.8
07/15/2026, 07:16:15, 21.4,48.9
07/15/2026, 07:26:15, 21.3,48.9
07/15/2026, 07:36:15, 21.3,48.9
07/15/2026, 07:46:15, 21.3,48.9
07/15/2026, 07:56:15, 21.3,48.9
07/15/2026, 08:06:15, 21.2,48.9
07/15/2026, 08:16:15, 21.2,48.9
07/15/2026, 08:26:15, 21.2,48.9
07/15/2026, 08:36:15, 21.2,48.9
07/15/2026, 08:46:15, 21.2,48.9
07/15/2026, 08:56:15, 21.2,48.9
07/15/2026, 09:06:15, 21.1,48.9
07/15/2026, 09:16:15, 21.1,48.9
07/15/2026, 09:26:15, 21.1,48.9
07/15/2026, 09:36:15, 21.1,48.9
07/15/2026, 09:46:15, 21.1,48.9
07/15/2026, 09:56:15, 21.1,48.9
07/15/2026, 10:06:15, 21.1,48.9
07/15/2026, 10:16:15, 21.1,48.9
07/15/2026, 10:26:15, 21.1,48.9
07/15/2026, 10:36:15, 21.1,48.9
07/15/2026, 10:46:15, 21.1,48.9
07/15/2026, 10:56:15, 21.2,48.8
07/15/2026, 11:06:15, 21.2,48.8
07/15/2026, 11:16:15, 21.2,48.7
07/15/2026, 11:26:15, 21.2,48.7
07/15/2026, 11:36:15, 21.2,48.7
07/15/2026, 11:46:15, 21.3,48.7
07/15/2026, 11:56:15, 21.3,48.6
07/15/2026, 12:06:15, 21.3,48.6
07/15/2026, 12:16:15, 21.4,48.6
07/15/2026, 12:26:15, 21.4,48.5
07/15/2026, 12:36:15, 21.5,48.5
07/15/2026, 12:46:15, 21.5,48.5
07/15/2026, 12:56:15, 21.6,48.4
07/15/2026, 13:06:15, 21.7,48.4
07/15/2026, 13:16:15, 21.7,48.3
07/15/2026, 13:26:15, 21.8,48.3
07/15/2026, 13:36:15, 21.9,48.3
07/15/2026, 13:46:15, 21.9,48.3
07/15/2026, 13:56:15, 22.0,48.3
07/15/2026, 14:06:15, 22.1,48.3
07/15/2026, 14:16:15, 22.1,48.3
07/15/2026, 14:26:15, 22.2,48.3
07/15/2026, 14:36:15, 22.3,48.2
07/15/2026, 14:46:15, 22.3,48.2
07/15/2026, 14:56:15, 22.4,48.1
07/15/2026, 15:06:15, 22.4,48.0
07/15/2026, 15:16:15, 22.5,48.0
07/15/2026, 15:26:15, 22.6,47.9
07/15/2026, 15:36:15, 22.7,47.9
07/15/2026, 15:46:15, 22.7,47.9
07/15/2026, 15:56:15, 22.8,47.8
07/15/2026, 16:06:15, 22.9,47.8
07/15/2026, 16:16:15, 22.9,47.7
07/15/2026, 16:26:15, 23.0,47.7
07/15/2026, 16:36:15, 23.0,47.7
07/15/2026, 16:46:15, 23.1,47.6
07/15/2026, 16:56:15, 23.2,47.6
07/15/2026, 17:06:15, 23.2,47.5
07/15/2026, 17:16:15, 23.3,47.5
07/15/2026, 17:26:15, 23.4,47.4
07/15/2026, 17:36:15, 23.4,47.4
07/15/2026, 17:46:15, 23.5,47.4
07/15/2026, 17:56:15, 23.5,47.3
07/15/2026, 18:06:15, 23.5,47.3
07/15/2026, 18:16:15, 23.6,47.3
07/15/2026, 18:26:15, 23.6,47.2
07/15/2026, 18:36:15, 23.7,47.2
07/15/2026, 18:46:15, 23.7,47.2
07/15/2026, 18:56:15, 23.7,47.2
07/15/2026, 19:06:15, 23.8,47.2
07/15/2026, 19:16:15, 23.8,47.2
07/15/2026, 19:26:15, 23.8,47.2
07/15/2026, 19:36:15, 23.8,47.2
07/15/2026, 19:46:15, 23.9,47.1
07/15/2026, 19:56:15, 23.9,47.2
07/15/2026, 20:06:15, 23.9,47.2
07/15/2026, 20:16:15, 23.9,47.2
07/15/2026, 20:26:15, 24.0,47.2
07/15/2026, 20:36:15, 23.9,47.2
07/15/2026, 20:46:15, 23.9,47.2
07/15/2026, 20:56:15, 23.9,47.2
07/15/2026, 21:06:15, 23.9,47.3
07/15/2026, 21:16:15, 23.9,47.3
07/15/2026, 21:26:15, 23.9,47.3
07/15/2026, 21:36:15, 23.9,47.3
07/15/2026, 21:46:15, 23.9,47.3
07/15/2026, 21:56:15, 23.8,47.4
07/15/2026, 22:06:15, 23.8,47.4
07/15/2026, 22:16:15, 23.8,47.4
07/15/2026, 22:26:15, 23.8,47.4
07/15/2026, 22:36:15, 23.8,47.5
07/15/2026, 22:46:15, 23.7,47.5
07/15/2026, 22:56:15, 23.7,47.5
07/15/2026, 23:06:15, 23.7,47.6
07/15/2026, 23:16:15, 23.6,47.6
07/15/2026, 23:26:15, 23.5,47.7
07/15/2026, 23:36:15, 23.5,47.8
07/15/2026, 23:46:15, 23.4,47.9
07/15/2026, 23:56:15, 23.4,47.9
07/16/2026, 00:06:15, 23.3,47.9
07/16/2026, 00:16:15, 23.3,48.0
07/16/2026, 00:26:15, 23.3,48.1
07/16/2026, 00:36:15, 23.2,48.1
07/16/2026, 00:46:15, 23.1,48.2
07/16/2026, 00:56:15, 23.1,48.2
07/16/2026, 01:06:15, 23.0,48.3
07/16/2026, 01:16:15, 23.0,48.3
07/16/2026, 01:26:15, 23.0,48.4
07/16/2026, 01:36:15, 22.9,48.5
07/16/2026, 01:46:15, 22.9,48.5
07/16/2026, 01:56:15, 22.8,48.5
07/16/2026, 02:06:15, 22.8,48.6
07/16/2026, 02:16:15, 22.8,48.6
07/16/2026, 02:26:15, 22.7,48.6
07/16/2026, 02:36:15, 22.7,48.7
07/16/2026, 02:46:15, 22.6,48.7
07/16/2026, 02:56:15, 22.6,48.7
07/16/2026, 03:06:15, 22.5,48.7
07/16/2026, 03:16:15, 22.5,48.7
07/16/2026, 03:26:15, 22.4,48.8
07/16/2026, 03:36:15, 22.4,48.8
07/16/2026, 03:46:15, 22.4,48.9
07/16/2026, 03:56:15, 22.3,48.9
07/16/2026, 04:06:15, 22.3,48.9
07/16/2026, 04:16:15, 22.3,48.9
07/16/2026, 04:26:15, 22.2,48.9
07/16/2026, 04:36:15, 22.2,48.9
07/16/2026, 04:46:15, 22.2,48.9
07/16/2026, 04:56:15, 22.1,48.9
07/16/2026, 05:06:15, 22.1,49.0
07/16/2026, 05:16:15, 22.0,49.0
07/16/2026, 05:26:15, 22.0,49.0
07/16/2026, 05:36:15, 22.0,49.0
07/16/2026, 05:46:15, 21.9,49.0
07/16/2026, 05:56:15, 21.9,49.0
07/16/2026, 06:06:15, 21.9,49.1
07/16/2026, 06:16:15, 21.9,49.0
07/16/2026, 06:26:15, 21.8,49.1
07/16/2026, 06:36:15, 21.8,49.1
07/16/2026, 06:46:15, 21.8,49.1
07/16/2026, 06:56:15, 21.7,49.1
07/16/2026, 07:06:15, 21.7,49.1
07/16/2026, 07:16:15, 21.7,49.1
07/16/2026, 07:26:15, 21.6,49.1
07/16/2026, 07:36:15, 21.6,49.1
07/16/2026, 07:46:15, 21.6,49.1
07/16/2026, 07:56:15, 21.6,49.1
07/16/2026, 08:06:15, 21.5,49.1
07/16/2026, 08:16:15, 21.5,49.1
07/16/2026, 08:26:15, 21.5,49.1
07/16/2026, 08:36:15, 21.5,49.1
07/16/2026, 08:46:15, 21.5,49.1
07/16/2026, 08:56:15, 21.5,49.2
07/16/2026, 09:06:15, 21.5,49.1
07/16/2026, 09:16:15, 21.4,49.2
07/16/2026, 09:26:15, 21.4,49.2
07/16/2026, 09:36:15, 21.4,49.1
07/16/2026, 09:46:15, 21.5,49.1
07/16/2026, 09:56:15, 21.5,49.1
07/16/2026, 10:06:15, 21.5,49.1
07/16/2026, 10:16:15, 21.5,49.1
07/16/2026, 10:26:15, 21.5,49.1
07/16/2026, 10:36:15, 21.5,49.0
07/16/2026, 10:46:15, 21.5,49.0
07/16/2026, 10:56:15, 21.6,48.9
07/16/2026, 11:06:15, 21.6,49.0
07/16/2026, 11:16:15, 21.6,48.9
07/16/2026, 11:26:15, 21.7,48.9
07/16/2026, 11:36:15, 21.7,48.8
07/16/2026, 11:46:15, 21.8,48.7
07/16/2026, 11:56:15, 21.8,48.8
07/16/2026, 12:06:15, 21.8,48.8
07/16/2026, 12:16:15, 21.9,48.7
07/16/2026, 12:26:15, 21.9,48.6
07/16/2026, 12:36:15, 22.0,48.6
07/16/2026, 12:46:15, 22.0,48.5
07/16/2026, 12:56:15, 22.1,48.6
07/16/2026, 13:06:15, 22.1,48.5
07/16/2026, 13:16:15, 22.2,48.6
07/16/2026, 13:26:15, 22.2,48.6
07/16/2026, 13:36:15, 22.3,48.6
07/16/2026, 13:46:15, 22.4,48.6
07/16/2026, 13:56:15, 22.4,48.6
07/16/2026, 14:06:15, 22.5,48.5
07/16/2026, 14:16:15, 22.5,48.5
07/16/2026, 14:26:15, 22.6,48.5
07/16/2026, 14:36:15, 22.6,48.4
07/16/2026, 14:46:15, 22.7,48.3
07/16/2026, 14:56:15, 22.7,48.3
07/16/2026, 15:06:15, 22.7,48.3
07/16/2026, 15:16:15, 22.8,48.2
07/16/2026, 15:26:15, 22.8,48.2
07/16/2026, 15:36:15, 22.9,48.3
07/16/2026, 15:46:15, 22.9,48.2
07/16/2026, 15:56:15, 22.9,48.1
07/16/2026, 16:06:15, 23.0,48.1
07/16/2026, 16:16:15, 23.1,48.1
07/16/2026, 16:26:15, 23.1,48.1
07/16/2026, 16:36:15, 23.1,48.1
07/16/2026, 16:46:15, 23.1,48.1
07/16/2026, 16:56:15, 23.2,48.1
07/16/2026, 17:06:15, 23.2,48.2
07/16/2026, 17:16:15, 23.2,48.1
07/16/2026, 17:26:15, 23.2,48.1
07/16/2026, 17:36:15, 23.2,48.1
07/16/2026, 17:46:15, 23.2,48.1
07/16/2026, 17:56:15, 23.2,48.1
07/16/2026, 18:06:15, 23.3,48.1
07/16/2026, 18:16:15, 23.3,48.1
07/16/2026, 18:26:15, 23.3,48.1
07/16/2026, 18:36:15, 23.3,48.1
07/16/2026, 18:46:15, 23.2,48.1
07/16/2026, 18:56:15, 23.2,48.2
07/16/2026, 19:06:15, 23.2,48.1
07/16/2026, 19:16:15, 23.2,48.2
07/16/2026, 19:26:15, 23.2,48.2
07/16/2026, 19:36:15, 23.2,48.2
07/16/2026, 19:46:15, 23.1,48.2
07/16/2026, 19:56:15, 23.1,48.2
07/16/2026, 20:06:15, 23.1,48.3
07/16/2026, 20:16:15, 23.0,48.3
07/16/2026, 20:26:15, 23.0,48.4
07/16/2026, 20:36:15, 23.0,48.4
07/16/2026, 20:46:15, 22.9,48.4
07/16/2026, 20:56:15, 22.9,48.5
07/16/2026, 21:06:15, 22.9,48.5
07/16/2026, 21:16:15, 22.9,48.5
07/16/2026, 21:26:15, 22.9,48.5
07/16/2026, 21:36:15, 22.8,48.6
07/16/2026, 21:46:15, 22.8,48.7
07/16/2026, 21:56:15, 22.8,48.7
07/16/2026, 22:06:15, 22.7,48.7
07/16/2026, 22:16:15, 22.7,48.8
07/16/2026, 22:26:15, 22.7,48.8
07/16/2026, 22:36:15, 22.6,48.8
07/16/2026, 22:46:15, 22.6,48.8
07/16/2026, 22:56:15, 22.6,48.9
07/16/2026, 23:06:15, 22.5,48.9
07/16/2026, 23:16:15, 22.5,48.9
07/16/2026, 23:26:15, 22.5,49.0
07/16/2026, 23:36:15, 22.5,49.0
07/16/2026, 23:46:15, 22.4,49.1
07/16/2026, 23:56:15, 22.4,49.0
07/17/2026, 00:06:15, 22.4,49.1
